,Q1,Q2,Q3,Q4
맞팔해요,0.0,0.0,67.92842369487464,0.0
맞팔환영,0.0,10.931918753167672,15.247149839944385,7.479733883746302
맥주안주,0.0,0.0,0.0,15.249237972318797
먹거리,0.0,0.0,0.0,48.52030263919617
먹그램,0.0,0.0,31.884770305757485,0.0
먹깨비,0.0,0.0,31.884770305757485,0.0
먹방,11.794964970523015,0.0,13.233375332781918,10.06887253581233
먹방스타그램,24.95329850015803,0.0,15.249237972318797,0.0
먹보,0.0,0.0,31.884770305757485,0.0
먹부림,0.0,0.0,52.67918572255584,0.0
먹부림그램,0.0,0.0,31.884770305757485,0.0
먹스타,0.0,0.0,0.0,0.0
먹스타그래머,49.90659700031606,0.0,0.0,0.0
먹스타그램,0.0,0.0,0.0,0.0
먹스타그램꿈나무,0.0,0.0,54.06548008367573,0.0
먹스타그램맞팔,0.0,0.0,60.99695188927519,0.0
먹스타그램촵촵,0.0,0.0,55.451774444795625,0.0
먹스타맞팔,11.794964970523015,17.26092434710685,30.78198175234055,0.0
먹스타소통,0.0,49.90659700031606,0.0,0.0
먹스타스램,0.0,0.0,20.79441541679836,0.0
먹자,0.0,0.0,31.884770305757485,0.0
먹죽귀,0.0,59.61065752815529,0.0,0.0
먹팔,0.0,45.747713916956386,0.0,0.0
먹팔해요,0.0,56.83806880591551,0.0,0.0
멍멍이,0.0,0.0,0.0,55.451774444795625
멍스타그램,0.0,11.090354888959125,0.0,72.78045395879425
멍줍육남매,0.0,0.0,0.0,49.90659700031606
메이그마티,47.13400827807628,0.0,0.0,0.0
메이크업,0.0,20.79441541679836,0.0,0.0
메이크업아티스트,18.021826694558577,0.0,0.0,0.0
멜킨,0.0,0.0,0.0,51.29289136143595
멜킨스포츠,0.0,0.0,0.0,48.52030263919617
멸종위기동물,15.249237972318797,0.0,0.0,0.0
모델,15.249237972318797,0.0,0.0,0.0
모토캠핑,29.112181583517703,0.0,0.0,0.0
몸매,54.06548008367573,0.0,0.0,0.0
몸매스타그램,51.29289136143595,0.0,0.0,0.0
몸스타그램,42.97512519471661,0.0,0.0,0.0
무거동,0.0,0.0,37.42994775023705,0.0
무채색,0.0,18.021826694558577,0.0,0.0
무채색코디,0.0,26.33959286127792,0.0,0.0
미노캠프,0.0,0.0,19.408121055678468,0.0
미니멀,42.281978014156664,30.498475944637594,0.0,0.0
미니멀룩,48.52030263919617,33.27106466687737,0.0,0.0
미니멀리즘,25.646445680717974,19.408121055678468,0.0,0.0
미니멀캠핑,0.0,0.0,31.884770305757485,0.0
미묘,0.0,0.0,56.83806880591551,0.0
미술놀이,37.42994775023705,0.0,0.0,0.0
미지우,0.0,0.0,0.0,40.20253647247683
바다,0.0,8.317766166719343,0.0,9.704060527839234
바닷가,0.0,16.635532333438686,0.0,0.0
바디프로필,4.890595231680274,3.739866941873151,0.0,3.739866941873151
반려견,5.178277304132055,8.342780101101644,0.0,32.795756259503015
반려동물,0.0,23.56700413903814,0.0,0.0
반려묘,0.0,0.0,55.451774444795625,0.0
반사,18.021826694558577,0.0,0.0,19.408121055678468
반팔티셔츠,0.0,31.884770305757485,0.0,0.0
발리,0.0,26.33959286127792,0.0,0.0
발리여행,0.0,26.33959286127792,0.0,0.0
밥먹자,0.0,0.0,31.884770305757485,0.0
배우,0.0,0.0,0.0,15.249237972318797
백패킹,37.42994775023705,0.0,0.0,0.0
뱅에꿍,41.58883083359672,0.0,0.0,0.0
버스여행,0.0,0.0,0.0,55.451774444795625
베베룸,0.0,0.0,38.816242111356935,0.0
베이킹,41.58883083359672,0.0,0.0,0.0
볼리비아,0.0,27.725887222397812,0.0,0.0
봄코디,16.635532333438686,0.0,0.0,0.0
부부스타그램,0.0,0.0,0.0,26.33959286127792
부산,0.0,0.0,0.0,0.0
부산스타그램,0.0,0.0,0.0,33.27106466687737
부산신상카페,36.04365338911715,0.0,0.0,0.0
부산여행,23.56700413903814,0.0,0.0,0.0
부산카페,12.945693260330138,10.644236680715892,8.342780101101644,0.0
부산카페추천,0.0,9.704060527839234,20.101268236238415,0.0
부산카페투어,0.0,0.0,40.20253647247683,0.0
분당,0.0,0.0,0.0,18.021826694558577
분위기,37.42994775023705,0.0,0.0,0.0
분위기맛집,19.408121055678468,0.0,0.0,0.0
분위기좋은카페,5.753641449035617,5.753641449035617,3.164502796969589,0.0
뷰티,26.33959286127792,9.704060527839234,0.0,0.0
뷰티스타그램,0.0,26.33959286127792,0.0,0.0
브런치,8.317766166719343,10.39720770839918,0.0,0.0
브런치맛집,0.0,0.0,16.635532333438686,0.0
브런치카페,8.317766166719343,0.0,15.249237972318797,0.0
브루잉카페,15.249237972318797,0.0,0.0,0.0
브리티쉬숏헤어,29.112181583517703,0.0,0.0,0.0
블랙,0.0,0.0,0.0,22.18070977791825
블랙야크,0.0,0.0,0.0,18.021826694558577
블로그마켓,49.90659700031606,0.0,0.0,0.0
비숑,0.0,15.942385152878742,0.0,27.032740041837865
비숑프리제,0.0,15.942385152878742,0.0,13.862943611198906
비오는날,0.0,18.021826694558577,0.0,0.0
빅숑,0.0,29.112181583517703,0.0,0.0
빛담,0.0,51.29289136143595,0.0,0.0
빵,0.0,7.6246189861593985,0.0,19.408121055678468
빵순이,0.0,15.942385152878742,11.090354888959125,0.0
빵스타그램,9.205826318456987,11.794964970523015,0.0,4.6029131592284935
빵지순례,0.0,20.79441541679836,0.0,0.0
빵집,0.0,0.0,0.0,19.408121055678468
빵택배,0.0,10.39720770839918,8.317766166719343,0.0
사랑해,0.0,0.0,0.0,66.54212933375474
사료추천,0.0,20.79441541679836,0.0,0.0
사지말고입양하세요,20.79441541679836,0.0,0.0,0.0
사진,0.0,0.0,10.39720770839918,23.56700413903814
사진맛집,0.0,51.29289136143595,0.0,0.0
사진보정,0.0,19.408121055678468,0.0,0.0
사진소통,5.465959376583836,3.4521848694213704,10.931918753167672,0.0
사진스타그램,0.0,0.0,36.04365338911715,0.0
사진에미치다,0.0,0.0,41.58883083359672,0.0
사진작가,0.0,0.0,49.90659700031606,0.0
산책,0.0,0.0,0.0,16.635532333438686
삼덕동카페,9.704060527839234,0.0,27.032740041837865,0.0
삼산동,0.0,0.0,37.42994775023705,0.0
새별오름,0.0,55.451774444795625,0.0,0.0
색감깡패,0.0,45.747713916956386,0.0,0.0
색감보정,0.0,34.657359027997266,0.0,0.0
생일,0.0,0.0,0.0,18.021826694558577
서강대카페,20.79441541679836,0.0,0.0,0.0
서귀포카페,29.112181583517703,0.0,0.0,0.0
서면,95.65431091727245,0.0,0.0,0.0
서면맛집,38.816242111356935,0.0,0.0,0.0
서면카페,22.18070977791825,0.0,0.0,0.0
서울,13.16979643063896,0.0,47.82715545863623,0.0
서울맛집,0.0,15.942385152878742,33.96421184743732,0.0
서울맛집베스트,0.0,0.0,36.04365338911715,0.0
서울맛집추천,0.0,0.0,33.27106466687737,0.0
서울맛집탐방,0.0,0.0,30.498475944637594,0.0
서울맛집투어,0.0,0.0,40.20253647247683,0.0
서울먹방,0.0,0.0,45.747713916956386,0.0
서울숲,0.0,15.249237972318797,0.0,0.0
서울숲카페,0.0,33.27106466687737,0.0,0.0
서울식물원,0.0,54.06548008367573,0.0,0.0
서울카페,8.342780101101644,15.534831912396166,3.4521848694213704,0.0
서장금,0.0,0.0,0.0,15.249237972318797
선물,0.0,8.317766166719343,20.79441541679836,0.0
선팔,0.0,0.0,0.0,0.0
선팔맞팔,0.0,0.0,0.0,0.0
선팔좋아요,0.0,0.0,0.0,26.33959286127792
선팔하면맞팔,0.0,0.0,0.0,0.0
선팔환영,0.0,22.873856958478193,0.0,47.13400827807628
성남,0.0,0.0,0.0,18.021826694558577
성수동,0.0,0.0,0.0,23.56700413903814
성수동카페,0.0,14.556090791758852,0.0,11.090354888959125
성수카페,0.0,9.704060527839234,0.0,11.090354888959125
세계여행,0.0,23.56700413903814,0.0,0.0
세계일주,0.0,24.95329850015803,0.0,0.0
세종시,0.0,45.747713916956386,0.0,0.0
셀그램,0.0,34.657359027997266,0.0,0.0
셀기꾼,9.205826318456987,0.0,7.479733883746302,16.97324227465507
셀스타,0.0,0.0,11.090354888959125,17.328679513998633
셀스타그램,0.0,0.0,0.0,0.0
셀카,0.0,0.0,0.0,0.0
셀카그램,0.0,0.0,0.0,55.451774444795625
셀프인테리어,20.101268236238415,0.0,18.714973875118524,0.0
셀피,0.0,0.0,0.0,0.0
소다,26.33959286127792,0.0,0.0,0.0
소통,0.0,0.0,0.0,0.0
소통해요,0.0,4.315231086776713,11.794964970523015,4.315231086776713
소통환영,36.04365338911715,0.0,0.0,0.0
소호,0.0,0.0,0.0,44.3614195558365
소호네,0.0,0.0,0.0,49.90659700031606
소호맘,0.0,0.0,0.0,36.04365338911715
솔단바,16.635532333438686,0.0,0.0,0.0
솔직단백,40.20253647247683,0.0,0.0,0.0
솔직단백바,36.04365338911715,0.0,0.0,0.0
솔직단백포텐,20.79441541679836,0.0,0.0,0.0
솔캠,0.0,0.0,19.408121055678468,0.0
송원근,0.0,0.0,31.884770305757485,0.0
숏컷스타그램,0.0,23.56700413903814,0.0,0.0
숏컷여자,0.0,18.021826694558577,0.0,0.0
숏컷펌,0.0,33.27106466687737,0.0,0.0
수국,0.0,0.0,19.408121055678468,0.0
수국길,0.0,0.0,18.021826694558577,0.0
수국꽃,0.0,0.0,18.021826694558577,0.0
순천,16.635532333438686,0.0,0.0,0.0
술스타그램,54.06548008367573,0.0,0.0,0.0
스냅사진,11.78350206951907,0.0,38.816242111356935,0.0
스냅촬영,11.78350206951907,0.0,11.78350206951907,0.0
스마트캣모래,0.0,15.249237972318797,0.0,0.0
스코티쉬폴드,0.0,0.0,55.451774444795625,0.0
스타일,0.0,0.0,0.0,55.451774444795625
스타일그램,0.0,0.0,0.0,52.67918572255584
스텔라앤츄이스,0.0,19.408121055678468,0.0,0.0
스튜디오,0.0,0.0,0.0,30.498475944637594
스트릿,11.090354888959125,9.704060527839234,0.0,0.0
스트릿룩,18.021826694558577,8.317766166719343,0.0,0.0
스트릿패션,8.918144246005205,4.027549014324932,3.164502796969589,0.0
시츄,0.0,0.0,0.0,16.635532333438686
시흥맛집,0.0,0.0,0.0,16.635532333438686
식단,0.0,0.0,0.0,20.79441541679836
식단관리,11.78350206951907,0.0,0.0,11.78350206951907
식단기록,7.1920518112945215,4.315231086776713,0.0,6.616687666390959
식단일기,7.767415956198083,4.315231086776713,0.0,6.0413235214873975
식사대용,0.0,15.249237972318797,0.0,0.0
신사,0.0,0.0,16.635532333438686,0.0
신사동맛집,0.0,0.0,22.18070977791825,0.0
신상카페,28.192843100274523,15.534831912396166,4.6029131592284935,0.0
신수동카페,18.021826694558577,0.0,0.0,0.0
신시가지,0.0,0.0,37.42994775023705,0.0
신시가지카페,0.0,0.0,26.33959286127792,0.0
신혼가구,0.0,33.27106466687737,0.0,0.0
신혼부부,0.0,0.0,0.0,15.249237972318797
신혼집인테리어,0.0,24.95329850015803,0.0,0.0
실내복,0.0,0.0,0.0,31.884770305757485
심플룩,0.0,0.0,20.79441541679836,0.0
쌍둥이,0.0,0.0,0.0,33.27106466687737
써스테이너블리유얼스모래,0.0,27.725887222397812,0.0,0.0
써유모래,0.0,41.58883083359672,0.0,0.0
아기,0.0,0.0,59.61065752815529,0.0
아기강아지,0.0,0.0,0.0,15.249237972318797
아기모델,0.0,0.0,36.04365338911715,0.0
아기실내복,0.0,0.0,0.0,16.635532333438686
아깽이,0.0,0.0,55.451774444795625,0.0
아동복,0.0,0.0,0.0,16.635532333438686
아들,0.0,0.0,31.191623125197538,22.18070977791825
아들맘,0.0,0.0,21.487562597358306,50.59974418087601
아들바보,0.0,0.0,15.942385152878742,24.260151319598084
아들스타그램,0.0,0.0,29.805328764077647,83.87080884775338
아르헨티나,0.0,18.021826694558577,0.0,0.0
아메카지룩,0.0,15.249237972318797,0.0,0.0
아무놀이챌린지,34.657359027997266,0.0,0.0,0.0
아빠그램,0.0,0.0,20.79441541679836,0.0
아빠와아들,0.0,0.0,54.06548008367573,0.0
아웃핏,11.219600825619453,9.781190463360549,5.753641449035617,0.0
아이간식추천,0.0,19.408121055678468,0.0,0.0
아이더,0.0,24.95329850015803,0.0,0.0
아이더키즈,0.0,27.725887222397812,0.0,0.0
아이더키즈플레이어2기,0.0,27.725887222397812,0.0,0.0
아이도시락,0.0,0.0,0.0,33.27106466687737
아이밥상,0.0,0.0,0.0,30.498475944637594
아이방꾸미기,0.0,0.0,38.816242111356935,0.0
아이폰,0.0,16.635532333438686,0.0,7.6246189861593985
아침식단,0.0,0.0,26.33959286127792,0.0
안녕,0.0,0.0,0.0,19.408121055678468
안암동맛집,0.0,15.249237972318797,0.0,0.0
안암맛집,0.0,20.79441541679836,0.0,0.0
안암역맛집,0.0,16.635532333438686,0.0,0.0
압구정,0.0,0.0,0.0,38.816242111356935
압구정로데오맛집,0.0,0.0,18.021826694558577,0.0
압구정맛집,0.0,0.0,26.33959286127792,0.0
앞산카페,0.0,0.0,40.20253647247683,0.0
애견의류,0.0,0.0,0.0,45.747713916956386
애견의류브랜드,0.0,0.0,0.0,51.29289136143595
애스타그램,0.0,0.0,0.0,15.249237972318797
애월가볼만한곳,0.0,55.451774444795625,0.0,0.0
애월맛집,20.79441541679836,0.0,0.0,0.0
애월여행,0.0,55.451774444795625,0.0,0.0
애월카페,14.556090791758852,28.419034402957756,0.0,0.0
야경사진,0.0,0.0,33.27106466687737,0.0
양산카페,0.0,26.33959286127792,0.0,0.0
얼스타,0.0,18.021826694558577,0.0,18.021826694558577
얼스타그램,0.0,0.0,0.0,0.0
엄마표,0.0,0.0,0.0,34.657359027997266
엄마표놀이,22.873856958478193,7.6246189861593985,0.0,0.0
엄마표만들기,24.95329850015803,0.0,0.0,0.0
엄마표미술,18.021826694558577,0.0,0.0,0.0
엄마표미술놀이,24.95329850015803,7.6246189861593985,0.0,0.0
엉뚱발랄,0.0,0.0,0.0,48.52030263919617
에르제,0.0,0.0,0.0,19.408121055678468
에르제성수,0.0,0.0,0.0,19.408121055678468
여름,0.0,3.739866941873151,3.739866941873151,4.315231086776713
여름실내복,0.0,0.0,0.0,15.249237972318797
여름코디,4.027549014324932,13.233375332781918,3.739866941873151,0.0
여름패션,0.0,29.112181583517703,0.0,0.0
여수,8.317766166719343,0.0,9.010913347279288,0.0
여자데일리룩,0.0,18.021826694558577,0.0,0.0
여자코디,0.0,41.58883083359672,0.0,0.0
여자코디추천,0.0,22.18070977791825,0.0,0.0
여친룩,0.0,18.021826694558577,0.0,0.0
여행,0.0,0.0,0.0,0.0
여행룩,0.0,20.79441541679836,0.0,0.0
여행블로거,0.0,34.657359027997266,0.0,0.0
여행사진,0.0,48.52030263919617,0.0,0.0
여행스타그램,0.0,0.0,0.0,0.0
여행에미치다,0.0,18.699334709365754,16.685560202203288,12.945693260330138
여행인플루언서,0.0,30.498475944637594,0.0,0.0
연남동맛집,23.56700413903814,0.0,0.0,0.0
연남동카페,0.0,60.99695188927519,0.0,0.0
영대카페,0.0,0.0,33.27106466687737,0.0
영도카페,0.0,15.249237972318797,0.0,0.0
영양간식,0.0,15.249237972318797,0.0,0.0
영화명장면,0.0,19.408121055678468,0.0,0.0
예쁜카페,31.884770305757485,0.0,0.0,0.0
옐로우디어,0.0,15.249237972318797,0.0,0.0
오늘,0.0,0.0,7.6246189861593985,13.16979643063896
오늘뭐먹지,0.0,18.021826694558577,9.704060527839234,0.0
오늘뭐입지,48.52030263919617,0.0,0.0,0.0
오늘은뭐먹지,0.0,0.0,31.884770305757485,0.0
오늘은뭐입지,0.0,26.33959286127792,0.0,0.0
오늘의놀이,17.328679513998633,15.942385152878742,0.0,0.0
오늘의집,41.58883083359672,0.0,0.0,0.0
오늘의코디,35.350506208557206,17.328679513998633,0.0,0.0
오늘의패션,0.0,33.27106466687737,0.0,0.0
오늘의훈남,0.0,0.0,21.487562597358306,26.33959286127792
오늘의훈녀,10.644236680715892,11.219600825619453,19.274698854269317,0.0
오뮤,0.0,0.0,0.0,15.249237972318797
오오티디,0.0,0.0,0.0,0.0
오일파스텔,18.021826694558577,0.0,0.0,0.0
오토캠핑,15.249237972318797,0.0,0.0,0.0
오프닝뮤즈,0.0,0.0,0.0,19.408121055678468
온더테이블,0.0,0.0,0.0,0.0
올디너리,0.0,20.79441541679836,0.0,0.0
올디너리디너세트,0.0,15.249237972318797,0.0,0.0
올디너리시리얼볼,0.0,15.249237972318797,0.0,0.0
옷스타그램,14.671785695040823,11.219600825619453,0.0,5.753641449035617
외식그램,20.79441541679836,0.0,0.0,0.0
요리,0.0,0.0,33.27106466687737,0.0
요리스타그램,0.0,48.52030263919617,0.0,0.0
요리영상,0.0,0.0,16.635532333438686,0.0
요리하는남자,0.0,27.725887222397812,0.0,0.0
요리하는여자,0.0,0.0,0.0,33.27106466687737
운동,3.739866941873151,7.1920518112945215,0.0,15.247149839944385
운동남녀,15.249237972318797,0.0,0.0,0.0
운동스타그램,0.0,0.0,0.0,79.01877858383376
운동식단,0.0,15.249237972318797,0.0,0.0
운동하는남자,20.71310921652822,8.055098028649864,0.0,30.49429967988877
운동하는여자,0.0,0.0,0.0,0.0
운동하는직장인,0.0,20.79441541679836,0.0,0.0
울대,0.0,0.0,37.42994775023705,0.0
울산,0.0,0.0,38.816242111356935,0.0
울산맘,0.0,0.0,38.816242111356935,0.0
울산신상카페,26.33959286127792,0.0,0.0,0.0
울산카페,33.27106466687737,0.0,0.0,0.0
워킹맘,0.0,0.0,0.0,16.635532333438686
원주,0.0,47.13400827807628,0.0,0.0
원주카페,0.0,16.635532333438686,0.0,0.0
원피스코디,0.0,18.021826694558577,0.0,0.0
월요일,0.0,0.0,0.0,16.635532333438686
웨스턴돔,0.0,0.0,26.33959286127792,0.0
유디니,44.3614195558365,0.0,0.0,0.0
유모차,0.0,0.0,20.79441541679836,0.0
유아놀이,34.657359027997266,0.0,0.0,0.0
유아미술,31.884770305757485,0.0,0.0,0.0
유아식,0.0,0.0,18.021826694558577,0.0
유아식기,0.0,30.498475944637594,0.0,0.0
유아전동차,0.0,0.0,36.04365338911715,0.0
유지어터,0.0,5.178277304132055,5.465959376583836,3.4521848694213704
유지어트,0.0,0.0,26.33959286127792,0.0
유투브요리,0.0,0.0,16.635532333438686,0.0
유튜버,0.0,0.0,15.249237972318797,0.0
육아,0.0,10.06887253581233,11.219600825619453,35.67257698402082
육아공유,0.0,0.0,0.0,18.021826694558577
육아그램,0.0,0.0,22.18070977791825,0.0
육아기록,0.0,0.0,0.0,19.408121055678468
육아는장비빨,0.0,0.0,11.090354888959125,21.487562597358306
육아는템빨,0.0,0.0,24.95329850015803,0.0
육아대디,0.0,0.0,54.06548008367573,0.0
육아데일리,0.0,0.0,54.06548008367573,0.0
육아데일리룩,0.0,0.0,20.79441541679836,0.0
육아맘,0.0,4.027549014324932,8.918144246005205,18.699334709365754
육아맘맞팔,0.0,0.0,52.67918572255584,0.0
육아맘소통,0.0,0.0,33.96421184743732,8.317766166719343
육아맞팔,0.0,0.0,15.942385152878742,28.419034402957756
육아맞팔해요,0.0,0.0,0.0,22.18070977791825
육아맞팔환영,0.0,0.0,0.0,19.408121055678468
육아부부,0.0,0.0,0.0,16.635532333438686
육아소통,0.0,10.931918753167672,19.850062999172877,51.49509096886877
육아소통그램,0.0,0.0,22.18070977791825,0.0
육아소통해요,0.0,0.0,0.0,30.498475944637594
육아소통환영,0.0,0.0,0.0,37.42994775023705
육아스타그램,0.0,0.0,33.27106466687737,97.04060527839233
육아스타스램,0.0,0.0,54.06548008367573,0.0
육아용품,0.0,0.0,54.06548008367573,0.0
육아용품추천,0.0,0.0,52.67918572255584,0.0
육아일기,0.0,0.0,18.714973875118524,42.97512519471661
육아일상,0.0,0.0,34.657359027997266,73.4736011393542
육아정보,0.0,0.0,58.224363167035406,0.0
육아좋아요,0.0,0.0,0.0,29.112181583517703
육아템,0.0,11.78350206951907,0.0,24.95329850015803
육아파파,0.0,0.0,27.032740041837865,9.010913347279288
육아패션,0.0,0.0,51.29289136143595,0.0
육아필수템,0.0,0.0,54.06548008367573,0.0
육퇴,0.0,0.0,0.0,31.884770305757485
음료,38.816242111356935,0.0,0.0,0.0
음식사진,54.06548008367573,0.0,0.0,0.0
이모티콘,15.249237972318797,0.0,0.0,0.0
이벤트,0.0,18.714973875118524,0.0,11.090354888959125
이벤트그램,0.0,26.33959286127792,0.0,0.0
이벤트스타그램,0.0,15.249237972318797,0.0,0.0
이벤트진행중,0.0,16.635532333438686,0.0,0.0
이벤트참여,0.0,19.408121055678468,0.0,0.0
이유식,0.0,0.0,20.79441541679836,0.0
인기게시물,36.04365338911715,0.0,0.0,0.0
인물사진,8.317766166719343,0.0,29.112181583517703,0.0
인스타,0.0,27.032740041837865,0.0,25.646445680717974
인스타그램,0.0,12.658011187878357,5.178277304132055,14.384103622589043
인스타독,0.0,0.0,0.0,19.408121055678468
인스타이벤트,0.0,26.33959286127792,0.0,0.0
인스타카페,0.0,0.0,15.249237972318797,0.0
인스타툰,15.249237972318797,0.0,0.0,0.0
인스타패션,0.0,0.0,26.33959286127792,0.0
인스타푸드,13.862943611198906,0.0,0.0,16.635532333438686
인친,46.6044957371885,13.5210574052337,0.0,40.85085428815288
인친환영,0.0,0.0,0.0,97.04060527839233
인테리어,6.904369738842741,5.465959376583836,0.0,3.739866941873151
인테리어가구,0.0,38.816242111356935,0.0,0.0
인테리어소품,0.0,0.0,37.42994775023705,0.0
일러스트,18.021826694558577,0.0,0.0,0.0
일반인모델,26.33959286127792,0.0,0.0,0.0
일산,0.0,0.0,0.0,16.635532333438686
일상,0.0,0.0,0.0,0.0
일상그램,0.0,0.0,0.0,15.249237972318797
일상기록,0.0,0.0,0.0,65.15583497263486
일상소통,0.0,9.704060527839234,0.0,14.556090791758852
일상스타그램,12.370329115426577,18.987016781817537,0.0,23.58992994104603
일상을여행으로,0.0,41.58883083359672,0.0,0.0
일상툰,18.021826694558577,0.0,0.0,0.0
자덕,0.0,0.0,16.635532333438686,0.0
자린이,0.0,0.0,16.635532333438686,0.0
자매,0.0,0.0,0.0,33.27106466687737
자스타그램,0.0,0.0,22.18070977791825,0.0
자전거타는남자,0.0,0.0,30.498475944637594,0.0
자체제작실내복,0.0,0.0,0.0,33.27106466687737
자체제작아동복,0.0,0.0,0.0,26.33959286127792
잠실,0.0,0.0,0.0,67.92842369487464
저녁메뉴,0.0,26.33959286127792,0.0,0.0
저녁식단,0.0,0.0,26.33959286127792,0.0
전국여행,0.0,0.0,0.0,55.451774444795625
전리단길,0.0,0.0,18.021826694558577,0.0
전리단길카페,0.0,0.0,26.33959286127792,0.0
전시,0.0,0.0,33.27106466687737,0.0
전시회,0.0,0.0,16.635532333438686,0.0
전신샷,48.52030263919617,14.556090791758852,0.0,0.0
전주,8.317766166719343,0.0,26.33959286127792,0.0
전주카페,0.0,0.0,37.42994775023705,0.0
전포동카페,8.317766166719343,0.0,13.862943611198906,0.0
전포동카페거리,0.0,0.0,24.95329850015803,0.0
전포사잇길,0.0,0.0,20.79441541679836,0.0
전포카페,16.635532333438686,0.0,0.0,0.0
전포카페거리,9.704060527839234,0.0,9.010913347279288,0.0
점심스타그램,0.0,0.0,34.657359027997266,0.0
점심식단,0.0,0.0,26.33959286127792,0.0
정슐랭,0.0,0.0,38.816242111356935,0.0
정슐랭별넷,0.0,0.0,29.112181583517703,0.0
정슐랭별셋,0.0,0.0,19.408121055678468,0.0
제과제빵,27.725887222397812,0.0,0.0,0.0
제이드미나,0.0,0.0,0.0,16.635532333438686
제주,0.0,0.0,0.0,0.0
제주가볼만한곳,0.0,108.13096016735146,0.0,0.0
제주감성,0.0,45.747713916956386,0.0,0.0
제주공항근처가볼만한곳,0.0,55.451774444795625,0.0,0.0
제주날씨,0.0,58.224363167035406,0.0,0.0
제주도,0.0,0.0,0.0,0.0
제주도가볼만한곳,19.408121055678468,0.0,0.0,0.0
제주도맛집,17.328679513998633,28.419034402957756,0.0,0.0
제주도민,18.021826694558577,0.0,0.0,0.0
제주도여행,0.0,0.0,0.0,0.0
제주도카페,4.890595231680274,4.6029131592284935,4.315231086776713,0.0
제주도핫플,0.0,47.13400827807628,0.0,0.0
제주맛집,0.0,56.83806880591551,0.0,0.0
제주바디프로필,0.0,18.021826694558577,0.0,0.0
제주사진찍기좋은곳,0.0,52.67918572255584,0.0,0.0
제주살이,6.329005593939178,3.164502796969589,0.0,5.753641449035617
제주수국,0.0,0.0,18.021826694558577,0.0
제주숨은명소,0.0,54.06548008367573,0.0,0.0
제주스냅,0.0,97.04060527839233,0.0,0.0
제주스냅작가,0.0,47.13400827807628,0.0,0.0
제주스타그램,0.0,0.0,16.635532333438686,0.0
제주시가볼만한곳,0.0,55.451774444795625,0.0,0.0
제주실내가볼만한곳,0.0,55.451774444795625,0.0,0.0
제주실내관광지,0.0,55.451774444795625,0.0,0.0
제주아이와갈만한곳,0.0,55.451774444795625,0.0,0.0
제주애월가볼만한곳,0.0,55.451774444795625,0.0,0.0
제주여행,0.0,0.0,0.0,0.0
제주여행추천,0.0,27.725887222397812,7.6246189861593985,0.0
제주여행코스,0.0,28.419034402957756,13.16979643063896,0.0
제주여행필수코스,0.0,55.451774444795625,0.0,0.0
제주웨딩스냅,0.0,26.33959286127792,0.0,0.0
제주일상,0.0,0.0,0.0,16.635532333438686
제주카페,4.890595231680274,18.987016781817537,4.315231086776713,0.0
제주카페추천,15.249237972318797,0.0,0.0,0.0
제주카페투어,15.249237972318797,0.0,0.0,0.0
제주캠핑,24.95329850015803,0.0,0.0,0.0
제주핫플,8.317766166719343,29.112181583517703,0.0,0.0
제주핫플레이스,0.0,56.83806880591551,0.0,0.0
제품무료제공,0.0,0.0,0.0,18.021826694558577
제품제공,3.164502796969589,0.0,3.4521848694213704,4.027549014324932
제품협찬,0.0,0.0,0.0,0.0
젠틀레이스,0.0,0.0,0.0,19.408121055678468
조던1,23.56700413903814,0.0,0.0,0.0
조용한카페,22.18070977791825,0.0,0.0,0.0
조향사,15.249237972318797,0.0,0.0,0.0
존맛탱,0.0,0.0,40.20253647247683,0.0
졸귀탱,0.0,15.249237972318797,0.0,0.0
종로맛집,0.0,0.0,15.249237972318797,0.0
좋,0.0,0.0,0.0,51.29289136143595
좋반,0.0,0.0,0.0,0.0
좋반댓,18.021826694558577,0.0,11.090354888959125,0.0
좋반사,0.0,0.0,0.0,37.42994775023705
좋반테러,10.35655460826411,0.0,10.35655460826411,10.35655460826411
좋반해요,0.0,31.884770305757485,0.0,0.0
좋아요,0.0,0.0,0.0,0.0
좋아요그램,0.0,0.0,0.0,27.725887222397812
좋아요반사,0.0,0.0,0.0,0.0
좋아요테러,63.76954061151497,0.0,0.0,19.408121055678468
좋테,35.350506208557206,0.0,0.0,18.714973875118524
좋튀,0.0,22.18070977791825,0.0,0.0
주말,0.0,0.0,0.0,0.0
주문제작가구,0.0,20.79441541679836,0.0,0.0
쥐띠맘,0.0,0.0,44.3614195558365,0.0
지야콩,22.18070977791825,0.0,0.0,0.0
지원in부산,16.635532333438686,0.0,0.0,0.0
지현,0.0,0.0,31.884770305757485,0.0
직딩,59.61065752815529,0.0,0.0,0.0
직장인,80.40507294495366,0.0,0.0,0.0
집,0.0,0.0,22.18070977791825,0.0
집꾸미기,15.249237972318797,16.635532333438686,0.0,0.0
집돌이,0.0,0.0,0.0,51.29289136143595
집들이,27.725887222397812,0.0,0.0,0.0
집밥,5.178277304132055,0.0,8.918144246005205,10.06887253581233
집사,9.704060527839234,0.0,7.6246189861593985,0.0
집사그램,9.010913347279288,0.0,27.725887222397812,0.0
집사스타그램,23.56700413903814,0.0,0.0,0.0
집스타그램,0.0,9.704060527839234,0.0,9.704060527839234
집콕,0.0,0.0,0.0,19.408121055678468
집콕놀이,18.714973875118524,9.704060527839234,0.0,0.0
